category,email,item_id,item_name,item_type,Sum of line_amount_cad,Sum of quantity,Sum of time_spent_min,Sum of total_bill_amount,Year,Quarter,Month,Day,transaction_id,Sum of unit_price_cad
Alcoholic,madison.roy419@icloud.com,D004,Draft Beer Pint,drink,16.98,2,137,52.96,2024,Qtr 4,December,15,T000615,8.49
Alcoholic,madison.roy419@icloud.com,D004,Draft Beer Pint,drink,8.49,1,113,106.72,2025,Qtr 1,January,8,T000928,8.49
Alcoholic,madison.roy419@icloud.com,D004,Draft Beer Pint,drink,8.49,1,68,43.47,2025,Qtr 3,September,5,T003875,8.49
Alcoholic,madison.roy419@icloud.com,D004,Draft Beer Pint,drink,25.47,3,80,134.94,2025,Qtr 4,October,2,T004203,8.49
Alcoholic,madison.roy419@icloud.com,D005,House Wine 6oz,drink,9.99,1,72,100.21,2025,Qtr 2,May,18,T002319,9.99
Alcoholic,madison.roy419@icloud.com,D005,House Wine 6oz,drink,19.98,2,104,55.96,2025,Qtr 3,July,9,T003007,9.99
Alcoholic,madison.roy419@icloud.com,D005,House Wine 6oz,drink,9.99,1,80,134.94,2025,Qtr 4,October,2,T004203,9.99
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,25.47,3,163,130.91,2025,Qtr 1,February,1,T001125,8.49
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,25.47,3,252,245.38,2025,Qtr 1,March,9,T001476,16.98
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,16.98,2,56,69.94,2025,Qtr 1,March,17,T001579,8.49
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,8.49,1,72,48.47,2025,Qtr 1,March,30,T001719,8.49
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,8.49,1,121,95.38,2025,Qtr 2,April,25,T002012,8.49
Alcoholic,madison.white459@icloud.com,D004,Draft Beer Pint,drink,25.47,3,64,346.68,2025,Qtr 2,May,9,T002198,16.98
Alcoholic,madison.white459@icloud.com,D005,House Wine 6oz,drink,9.99,1,56,69.94,2025,Qtr 1,March,17,T001579,9.99
Alcoholic,madison.white459@icloud.com,D005,House Wine 6oz,drink,9.99,1,72,48.47,2025,Qtr 1,March,30,T001719,9.99
Alcoholic,madison.white459@icloud.com,D005,House Wine 6oz,drink,9.99,1,121,95.38,2025,Qtr 2,April,25,T002012,9.99
Alcoholic,madison.white459@icloud.com,D005,House Wine 6oz,drink,39.96,4,96,520.02,2025,Qtr 2,May,9,T002198,29.97
Alcoholic,madison.white459@icloud.com,D005,House Wine 6oz,drink,9.99,1,117,115.4,2025,Qtr 2,June,27,T002831,9.99
Alcoholic,madison.wong366@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,77,106.72,2025,Qtr 1,January,31,T001113,8.49
Alcoholic,madison.wong366@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,70,25.97,2025,Qtr 2,April,22,T001984,8.49
Alcoholic,madison.wong366@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,83,107.51,2025,Qtr 3,July,3,T002922,8.49
Alcoholic,madison.wong366@yahoo.com,D004,Draft Beer Pint,drink,25.47,3,212,353.78,2025,Qtr 3,September,6,T003897,16.98
Alcoholic,madison.wong366@yahoo.com,D005,House Wine 6oz,drink,29.97,3,77,106.72,2025,Qtr 1,January,31,T001113,9.99
Alcoholic,madison.wong366@yahoo.com,D005,House Wine 6oz,drink,19.98,2,98,27.98,2025,Qtr 2,May,19,T002325,9.99
Alcoholic,madison.wong366@yahoo.com,D005,House Wine 6oz,drink,9.99,1,106,176.89,2025,Qtr 3,September,6,T003897,9.99
Alcoholic,mason.chan230@icloud.com,D004,Draft Beer Pint,drink,25.47,3,72,144,2024,Qtr 4,December,24,T000752,8.49
Alcoholic,mason.chan230@icloud.com,D004,Draft Beer Pint,drink,8.49,1,70,57.13,2025,Qtr 1,March,1,T001381,8.49
Alcoholic,mason.chan230@icloud.com,D004,Draft Beer Pint,drink,16.98,2,152,68.96,2025,Qtr 4,October,5,T004235,8.49
Alcoholic,mason.chan66@gmail.com,D004,Draft Beer Pint,drink,16.98,2,174,36.98,2025,Qtr 1,February,16,T001277,8.49
Alcoholic,mason.chan66@gmail.com,D005,House Wine 6oz,drink,9.99,1,80,86.91,2025,Qtr 1,January,22,T001044,9.99
Alcoholic,mason.chan66@gmail.com,D005,House Wine 6oz,drink,9.99,1,165,9.99,2025,Qtr 3,July,19,T003145,9.99
Alcoholic,mason.chan66@gmail.com,D005,House Wine 6oz,drink,9.99,1,49,139.45,2025,Qtr 3,September,28,T004150,9.99
Alcoholic,mason.khan485@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,178,415.94,2024,Qtr 4,December,8,T000508,16.98
Alcoholic,mason.khan485@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,118,115.41,2025,Qtr 2,April,6,T001803,8.49
Alcoholic,mason.khan485@yahoo.com,D005,House Wine 6oz,drink,9.99,1,137,109.44,2025,Qtr 1,January,10,T000938,9.99
Alcoholic,mason.khan485@yahoo.com,D005,House Wine 6oz,drink,9.99,1,112,211.65,2025,Qtr 2,April,14,T001896,9.99
Alcoholic,mason.khan485@yahoo.com,D005,House Wine 6oz,drink,9.99,1,124,28.97,2025,Qtr 3,July,15,T003089,9.99
Alcoholic,mason.khan485@yahoo.com,D005,House Wine 6oz,drink,9.99,1,131,37.97,2025,Qtr 3,September,2,T003846,9.99
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,8.49,1,117,68.43,2024,Qtr 4,November,16,T000229,8.49
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,8.49,1,117,105,2024,Qtr 4,November,21,T000278,8.49
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,16.98,2,42,53.46,2025,Qtr 1,February,8,T001200,8.49
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,16.98,2,108,86.93,2025,Qtr 2,April,29,T002074,8.49
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,8.49,1,55,103.92,2025,Qtr 3,August,11,T003503,8.49
Alcoholic,mason.kim153@outlook.com,D004,Draft Beer Pint,drink,8.49,1,117,77.43,2025,Qtr 3,September,23,T004080,8.49
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,117,68.43,2024,Qtr 4,November,16,T000229,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,30,19.99,2024,Qtr 4,December,16,T000649,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,19.98,2,108,86.93,2025,Qtr 2,April,29,T002074,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,114,164.91,2025,Qtr 2,June,15,T002663,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,119,132.43,2025,Qtr 2,June,18,T002712,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,107,153.95,2025,Qtr 2,June,22,T002769,9.99
Alcoholic,mason.kim153@outlook.com,D005,House Wine 6oz,drink,9.99,1,121,63.46,2025,Qtr 3,August,11,T003498,9.99
Alcoholic,mason.macdonald0@gmail.com,D004,Draft Beer Pint,drink,8.49,1,54,107.71,2024,Qtr 4,December,15,T000632,8.49
Alcoholic,mason.macdonald0@gmail.com,D004,Draft Beer Pint,drink,25.47,3,60,72.92,2024,Qtr 4,December,19,T000678,16.98
Alcoholic,mason.macdonald0@gmail.com,D004,Draft Beer Pint,drink,16.98,2,94,59.93,2025,Qtr 1,March,23,T001644,8.49
Alcoholic,mason.macdonald0@gmail.com,D004,Draft Beer Pint,drink,42.45,5,450,293.79,2025,Qtr 4,October,25,T004449,25.47
Alcoholic,mason.macdonald0@gmail.com,D005,House Wine 6oz,drink,9.99,1,112,205.87,2024,Qtr 4,November,14,T000199,9.99
Alcoholic,mason.macdonald0@gmail.com,D005,House Wine 6oz,drink,29.97,3,272,404.78,2025,Qtr 4,October,24,T004439,19.98
Alcoholic,mason.nguyen184@gmail.com,D004,Draft Beer Pint,drink,8.49,1,128,166.4,2024,Qtr 4,November,8,T000125,8.49
Alcoholic,mason.nguyen184@gmail.com,D004,Draft Beer Pint,drink,16.98,2,57,195.84,2025,Qtr 2,April,21,T001981,8.49
Alcoholic,mason.nguyen184@gmail.com,D004,Draft Beer Pint,drink,8.49,1,166,158.7,2025,Qtr 2,May,24,T002371,8.49
Alcoholic,mason.nguyen184@gmail.com,D005,House Wine 6oz,drink,29.97,3,57,195.84,2025,Qtr 2,April,21,T001981,9.99
Alcoholic,mason.nguyen184@gmail.com,D005,House Wine 6oz,drink,19.98,2,156,116.45,2025,Qtr 3,August,29,T003754,9.99
Alcoholic,mason.white315@icloud.com,D004,Draft Beer Pint,drink,8.49,1,105,31.96,2024,Qtr 4,November,15,T000210,8.49
Alcoholic,mason.white315@icloud.com,D004,Draft Beer Pint,drink,25.47,3,238,379.92,2024,Qtr 4,December,16,T000641,16.98
Alcoholic,mason.white315@icloud.com,D005,House Wine 6oz,drink,9.99,1,74,94.52,2025,Qtr 1,March,6,T001446,9.99
Alcoholic,mason.white315@icloud.com,D005,House Wine 6oz,drink,9.99,1,78,44.96,2025,Qtr 2,June,9,T002577,9.99
Alcoholic,mason.white315@icloud.com,D005,House Wine 6oz,drink,9.99,1,102,240.41,2025,Qtr 3,August,19,T003598,9.99
Alcoholic,matthew.gonzalez102@icloud.com,D004,Draft Beer Pint,drink,8.49,1,30,11.48,2024,Qtr 4,December,2,T000408,8.49
Alcoholic,matthew.gonzalez102@icloud.com,D004,Draft Beer Pint,drink,16.98,2,89,53.96,2025,Qtr 2,May,17,T002293,8.49
Alcoholic,matthew.gonzalez102@icloud.com,D005,House Wine 6oz,drink,9.99,1,93,205.37,2025,Qtr 2,June,18,T002717,9.99
Alcoholic,matthew.huang36@outlook.com,D004,Draft Beer Pint,drink,8.49,1,101,86.45,2024,Qtr 4,December,22,T000721,8.49
Alcoholic,matthew.ivanov407@icloud.com,D004,Draft Beer Pint,drink,16.98,2,90,118.89,2024,Qtr 4,November,15,T000204,8.49
Alcoholic,matthew.ivanov407@icloud.com,D004,Draft Beer Pint,drink,8.49,1,149,77.23,2024,Qtr 4,November,23,T000293,8.49
Alcoholic,matthew.ivanov407@icloud.com,D004,Draft Beer Pint,drink,8.49,1,133,89.97,2025,Qtr 2,May,9,T002197,8.49
Alcoholic,matthew.ivanov407@icloud.com,D005,House Wine 6oz,drink,19.98,2,180,237.78,2024,Qtr 4,November,15,T000204,19.98
Alcoholic,matthew.ivanov407@icloud.com,D005,House Wine 6oz,drink,9.99,1,131,63.96,2024,Qtr 4,December,11,T000549,9.99
Alcoholic,matthew.khan286@icloud.com,D004,Draft Beer Pint,drink,8.49,1,74,141.37,2025,Qtr 1,March,27,T001691,8.49
Alcoholic,matthew.khan286@icloud.com,D004,Draft Beer Pint,drink,8.49,1,157,110.45,2025,Qtr 2,June,24,T002803,8.49
Alcoholic,matthew.khan286@icloud.com,D004,Draft Beer Pint,drink,8.49,1,98,135.28,2025,Qtr 3,July,24,T003226,8.49
Alcoholic,matthew.khan286@icloud.com,D004,Draft Beer Pint,drink,8.49,1,112,111.4,2025,Qtr 3,September,26,T004124,8.49
Alcoholic,matthew.khan286@icloud.com,D004,Draft Beer Pint,drink,8.49,1,65,18.49,2025,Qtr 3,September,29,T004165,8.49
Alcoholic,matthew.khan286@icloud.com,D005,House Wine 6oz,drink,9.99,1,98,135.28,2025,Qtr 3,July,24,T003226,9.99
Alcoholic,matthew.kim255@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,96,140.42,2025,Qtr 1,February,10,T001229,8.49
Alcoholic,matthew.kim255@hotmail.com,D005,House Wine 6oz,drink,19.98,2,35,220.73,2024,Qtr 4,November,2,T000058,9.99
Alcoholic,matthew.kim255@hotmail.com,D005,House Wine 6oz,drink,9.99,1,59,32.47,2024,Qtr 4,December,25,T000761,9.99
Alcoholic,matthew.kim255@hotmail.com,D005,House Wine 6oz,drink,9.99,1,96,140.42,2025,Qtr 1,February,10,T001229,9.99
Alcoholic,matthew.kim255@hotmail.com,D005,House Wine 6oz,drink,9.99,1,35,49.99,2025,Qtr 3,September,4,T003867,9.99
Alcoholic,matthew.lau434@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,170,246.87,2024,Qtr 4,November,15,T000207,8.49
Alcoholic,matthew.lau434@hotmail.com,D004,Draft Beer Pint,drink,16.98,2,84,144.44,2025,Qtr 3,September,5,T003878,8.49
Alcoholic,matthew.martin413@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,73,94.18,2025,Qtr 2,June,29,T002876,8.49
Alcoholic,matthew.martin413@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,204,207.92,2025,Qtr 3,August,31,T003798,16.98
Alcoholic,matthew.martin413@yahoo.com,D005,House Wine 6oz,drink,9.99,1,69,44.25,2025,Qtr 2,June,14,T002648,9.99
Alcoholic,matthew.martin413@yahoo.com,D005,House Wine 6oz,drink,19.98,2,202,310.74,2025,Qtr 4,October,11,T004313,19.98
Alcoholic,matthew.martin93@icloud.com,D004,Draft Beer Pint,drink,8.49,1,104,62.45,2025,Qtr 2,April,10,T001852,8.49
Alcoholic,matthew.martin93@icloud.com,D005,House Wine 6oz,drink,29.97,3,208,124.9,2025,Qtr 2,April,10,T001852,19.98
Alcoholic,matthew.martin93@icloud.com,D005,House Wine 6oz,drink,9.99,1,66,34.26,2025,Qtr 3,July,14,T003079,9.99
Alcoholic,matthew.martin93@icloud.com,D005,House Wine 6oz,drink,19.98,2,47,19.98,2025,Qtr 3,July,28,T003291,9.99
Alcoholic,matthew.nguyen305@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,146,105.71,2024,Qtr 4,December,29,T000839,8.49
Alcoholic,matthew.nguyen305@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,206,114.44,2025,Qtr 1,March,1,T001389,16.98
Alcoholic,matthew.nguyen305@yahoo.com,D004,Draft Beer Pint,drink,25.47,3,129,130.65,2025,Qtr 3,July,22,T003191,8.49
Alcoholic,matthew.nguyen305@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,107,107.19,2025,Qtr 3,August,24,T003676,8.49
Alcoholic,matthew.nguyen305@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,72,29.96,2025,Qtr 4,October,18,T004377,8.49
Alcoholic,matthew.nguyen305@yahoo.com,D005,House Wine 6oz,drink,9.99,1,82,61.94,2024,Qtr 4,December,5,T000465,9.99
Alcoholic,matthew.nguyen305@yahoo.com,D005,House Wine 6oz,drink,9.99,1,101,47.97,2024,Qtr 4,December,15,T000613,9.99
Alcoholic,matthew.thompson330@gmail.com,D004,Draft Beer Pint,drink,8.49,1,143,186.47,2025,Qtr 1,January,29,T001100,8.49
Alcoholic,matthew.thompson330@gmail.com,D004,Draft Beer Pint,drink,8.49,1,48,133.69,2025,Qtr 1,March,5,T001439,8.49
Alcoholic,matthew.thompson330@gmail.com,D005,House Wine 6oz,drink,19.98,2,129,186.34,2025,Qtr 2,April,6,T001805,9.99
Alcoholic,matthew.thompson330@gmail.com,D005,House Wine 6oz,drink,19.98,2,153,66.45,2025,Qtr 3,July,3,T002927,9.99
Alcoholic,matthew.thompson330@gmail.com,D005,House Wine 6oz,drink,19.98,2,91,77.24,2025,Qtr 4,October,7,T004261,9.99
Alcoholic,matthew.white381@gmail.com,D004,Draft Beer Pint,drink,8.49,1,101,8.49,2025,Qtr 1,March,29,T001714,8.49
Alcoholic,matthew.white381@gmail.com,D004,Draft Beer Pint,drink,8.49,1,111,312.3,2025,Qtr 2,May,13,T002240,8.49
Alcoholic,matthew.white381@gmail.com,D004,Draft Beer Pint,drink,25.47,3,138,98.69,2025,Qtr 3,September,21,T004067,8.49
Alcoholic,matthew.white381@gmail.com,D005,House Wine 6oz,drink,19.98,2,222,624.6,2025,Qtr 2,May,13,T002240,19.98
Alcoholic,mia.anderson70@icloud.com,D005,House Wine 6oz,drink,29.97,3,228,248.19,2025,Qtr 2,April,27,T002049,29.97
Alcoholic,mia.anderson70@icloud.com,D005,House Wine 6oz,drink,29.97,3,122,83.95,2025,Qtr 2,May,7,T002179,9.99
Alcoholic,mia.anderson70@icloud.com,D005,House Wine 6oz,drink,9.99,1,124,9.99,2025,Qtr 3,September,5,T003876,9.99
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,16.98,2,86,215.82,2025,Qtr 1,March,15,T001545,16.98
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,16.98,2,200,257.36,2025,Qtr 2,April,5,T001783,16.98
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,16.98,2,63,38.47,2025,Qtr 2,April,16,T001914,8.49
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,8.49,1,110,102.42,2025,Qtr 2,May,12,T002234,8.49
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,8.49,1,128,303.37,2025,Qtr 2,June,15,T002665,8.49
Alcoholic,mia.chow496@icloud.com,D004,Draft Beer Pint,drink,8.49,1,111,113.21,2025,Qtr 3,September,5,T003881,8.49
Alcoholic,mia.chow496@icloud.com,D005,House Wine 6oz,drink,9.99,1,43,107.91,2025,Qtr 1,March,15,T001545,9.99
Alcoholic,mia.chow496@icloud.com,D005,House Wine 6oz,drink,19.98,2,128,303.37,2025,Qtr 2,June,15,T002665,9.99
Alcoholic,mia.chow496@icloud.com,D005,House Wine 6oz,drink,9.99,1,94,14.98,2025,Qtr 2,June,30,T002894,9.99
Alcoholic,mia.chow496@icloud.com,D005,House Wine 6oz,drink,19.98,2,182,209.78,2025,Qtr 3,July,12,T003049,19.98
Alcoholic,mia.ivanov452@outlook.com,D004,Draft Beer Pint,drink,8.49,1,62,114.96,2025,Qtr 2,April,1,T001752,8.49
Alcoholic,mia.ivanov452@outlook.com,D004,Draft Beer Pint,drink,8.49,1,102,152.9,2025,Qtr 2,June,29,T002870,8.49
Alcoholic,mia.ivanov452@outlook.com,D005,House Wine 6oz,drink,9.99,1,48,21.98,2024,Qtr 4,November,13,T000193,9.99
Alcoholic,mia.ivanov452@outlook.com,D005,House Wine 6oz,drink,19.98,2,153,42.53,2025,Qtr 3,July,14,T003085,9.99
Alcoholic,mia.ivanov452@outlook.com,D005,House Wine 6oz,drink,9.99,1,136,129.93,2025,Qtr 4,October,28,T004492,9.99
Alcoholic,mia.lam18@hotmail.com,D004,Draft Beer Pint,drink,25.47,3,132,104.9,2024,Qtr 4,November,20,T000257,8.49
Alcoholic,mia.lam18@hotmail.com,D004,Draft Beer Pint,drink,16.98,2,78,203.85,2025,Qtr 1,February,9,T001216,8.49
Alcoholic,mia.lam18@hotmail.com,D004,Draft Beer Pint,drink,16.98,2,72,30.97,2025,Qtr 2,June,7,T002536,8.49
Alcoholic,mia.lam18@hotmail.com,D005,House Wine 6oz,drink,9.99,1,132,104.9,2024,Qtr 4,November,20,T000257,9.99
Alcoholic,mia.lam18@hotmail.com,D005,House Wine 6oz,drink,9.99,1,109,45.45,2025,Qtr 3,July,28,T003292,9.99
Alcoholic,mia.lam354@outlook.com,D004,Draft Beer Pint,drink,8.49,1,51,219.32,2025,Qtr 1,January,25,T001070,8.49
Alcoholic,mia.lam354@outlook.com,D005,House Wine 6oz,drink,9.99,1,51,219.32,2025,Qtr 1,January,25,T001070,9.99
Alcoholic,mia.lam354@outlook.com,D005,House Wine 6oz,drink,19.98,2,344,55.96,2025,Qtr 1,March,13,T001519,19.98
Alcoholic,mia.lam354@outlook.com,D005,House Wine 6oz,drink,9.99,1,130,79.28,2025,Qtr 2,April,11,T001857,9.99
Alcoholic,mia.lam354@outlook.com,D005,House Wine 6oz,drink,9.99,1,48,29.83,2025,Qtr 2,May,4,T002129,9.99
Alcoholic,mia.lee54@gmail.com,D004,Draft Beer Pint,drink,16.98,2,314,424.74,2024,Qtr 4,December,11,T000550,16.98
Alcoholic,mia.lee54@gmail.com,D004,Draft Beer Pint,drink,8.49,1,72,114.7,2025,Qtr 1,February,8,T001204,8.49
Alcoholic,mia.lee54@gmail.com,D005,House Wine 6oz,drink,19.98,2,91,116.9,2024,Qtr 4,December,4,T000457,9.99
Alcoholic,mia.lee54@gmail.com,D005,House Wine 6oz,drink,9.99,1,157,212.37,2024,Qtr 4,December,11,T000550,9.99
Alcoholic,mia.lee54@gmail.com,D005,House Wine 6oz,drink,19.98,2,58,94.96,2025,Qtr 1,January,30,T001110,9.99
Alcoholic,mia.lee54@gmail.com,D005,House Wine 6oz,drink,39.96,4,300,427.14,2025,Qtr 3,August,17,T003573,29.97
Alcoholic,mia.lee54@gmail.com,D005,House Wine 6oz,drink,29.97,3,138,99.92,2025,Qtr 3,September,2,T003840,19.98
Alcoholic,mia.lin430@hotmail.com,D004,Draft Beer Pint,drink,25.47,3,318,524.25,2024,Qtr 4,December,22,T000712,25.47
Alcoholic,mia.lin430@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,141,170.36,2025,Qtr 3,July,8,T003001,8.49
Alcoholic,mia.lin430@hotmail.com,D004,Draft Beer Pint,drink,16.98,2,127,113.91,2025,Qtr 3,September,2,T003836,8.49
Alcoholic,mia.lin430@hotmail.com,D005,House Wine 6oz,drink,9.99,1,49,9.99,2024,Qtr 4,November,23,T000299,9.99
Alcoholic,mia.lin430@hotmail.com,D005,House Wine 6oz,drink,29.97,3,220,227.86,2025,Qtr 1,February,7,T001186,19.98
Alcoholic,mia.lin430@hotmail.com,D005,House Wine 6oz,drink,9.99,1,86,22.98,2025,Qtr 3,September,20,T004046,9.99
Alcoholic,mia.lin430@hotmail.com,D005,House Wine 6oz,drink,9.99,1,174,304.42,2025,Qtr 4,October,26,T004465,9.99
Alcoholic,mia.martinez92@icloud.com,D004,Draft Beer Pint,drink,8.49,1,155,185.68,2024,Qtr 4,October,31,T000044,8.49
Alcoholic,mia.martinez92@icloud.com,D004,Draft Beer Pint,drink,16.98,2,228,356.8,2025,Qtr 1,January,4,T000894,16.98
Alcoholic,mia.martinez92@icloud.com,D004,Draft Beer Pint,drink,8.49,1,128,47.48,2025,Qtr 3,August,1,T003340,8.49
Alcoholic,mia.martinez92@icloud.com,D005,House Wine 6oz,drink,9.99,1,114,178.4,2025,Qtr 1,January,4,T000894,9.99
Alcoholic,mia.martinez92@icloud.com,D005,House Wine 6oz,drink,9.99,1,150,95.46,2025,Qtr 3,July,20,T003157,9.99
Alcoholic,mia.martinez92@icloud.com,D005,House Wine 6oz,drink,9.99,1,101,224.43,2025,Qtr 3,July,30,T003322,9.99
Alcoholic,mia.martinez92@icloud.com,D005,House Wine 6oz,drink,9.99,1,164,18.48,2025,Qtr 4,October,13,T004326,9.99
Alcoholic,mia.nowak60@icloud.com,D004,Draft Beer Pint,drink,8.49,1,34,73.3,2025,Qtr 2,May,13,T002242,8.49
Alcoholic,mia.nowak60@icloud.com,D004,Draft Beer Pint,drink,8.49,1,131,92.43,2025,Qtr 2,May,16,T002276,8.49
Alcoholic,mia.nowak60@icloud.com,D004,Draft Beer Pint,drink,16.98,2,164,145.38,2025,Qtr 3,July,18,T003119,8.49
Alcoholic,mia.nowak60@icloud.com,D004,Draft Beer Pint,drink,16.98,2,68,45.43,2025,Qtr 3,July,19,T003131,8.49
Alcoholic,mia.nowak60@icloud.com,D005,House Wine 6oz,drink,9.99,1,72,133.44,2024,Qtr 4,December,2,T000417,9.99
Alcoholic,mia.nowak60@icloud.com,D005,House Wine 6oz,drink,49.95,5,136,293.2,2025,Qtr 2,May,13,T002242,39.96
Alcoholic,mia.nowak60@icloud.com,D005,House Wine 6oz,drink,19.98,2,131,92.43,2025,Qtr 2,May,16,T002276,9.99
Alcoholic,mia.nowak60@icloud.com,D005,House Wine 6oz,drink,9.99,1,164,145.38,2025,Qtr 3,July,18,T003119,9.99
Alcoholic,mia.nowak60@icloud.com,D005,House Wine 6oz,drink,9.99,1,68,45.43,2025,Qtr 3,July,19,T003131,9.99
Alcoholic,mia.su464@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,67,23.97,2025,Qtr 1,February,16,T001270,8.49
Alcoholic,mia.su464@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,57,18.48,2025,Qtr 2,June,21,T002752,8.49
Alcoholic,mia.su464@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,111,173.92,2025,Qtr 3,July,15,T003097,8.49
Alcoholic,mia.su464@yahoo.com,D004,Draft Beer Pint,drink,16.98,2,102,123.92,2025,Qtr 3,August,4,T003390,8.49
Alcoholic,mia.su464@yahoo.com,D005,House Wine 6oz,drink,9.99,1,142,25.48,2025,Qtr 3,July,21,T003168,9.99
Alcoholic,mia.su464@yahoo.com,D005,House Wine 6oz,drink,9.99,1,102,123.92,2025,Qtr 3,August,4,T003390,9.99
Alcoholic,michael.chan62@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,72,134.93,2025,Qtr 2,April,13,T001888,8.49
Alcoholic,michael.chan62@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,82,69.94,2025,Qtr 3,September,5,T003877,8.49
Alcoholic,michael.chan62@hotmail.com,D004,Draft Beer Pint,drink,8.49,1,56,176.51,2025,Qtr 4,October,3,T004207,8.49
Alcoholic,michael.chan62@hotmail.com,D005,House Wine 6oz,drink,29.97,3,330,529.26,2025,Qtr 1,February,4,T001166,29.97
Alcoholic,michael.chan62@hotmail.com,D005,House Wine 6oz,drink,9.99,1,85,184.39,2025,Qtr 1,March,31,T001734,9.99
Alcoholic,michael.chan62@hotmail.com,D005,House Wine 6oz,drink,9.99,1,82,69.94,2025,Qtr 3,September,5,T003877,9.99
Alcoholic,michael.chen400@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,39,153.48,2024,Qtr 4,November,24,T000314,8.49
Alcoholic,michael.chen400@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,144,24.97,2025,Qtr 1,March,2,T001398,8.49
Alcoholic,michael.chen400@yahoo.com,D004,Draft Beer Pint,drink,8.49,1,78,69.96,2025,Qtr 3,September,2,T003844,8.49
Alcoholic,michael.chen400@yahoo.com,D005,House Wine 6oz,drink,29.97,3,117,460.44,2024,Qtr 4,November,24,T000314,29.97
Alcoholic,michael.chen400@yahoo.com,D005,House Wine 6oz,drink,9.99,1,61,65.48,2025,Qtr 1,January,4,T000890,9.99
Alcoholic,michael.chen400@yahoo.com,D005,House Wine 6oz,drink,9.99,1,86,40.96,2025,Qtr 2,April,19,T001954,9.99
Alcoholic,michael.johnson307@icloud.com,D004,Draft Beer Pint,drink,8.49,1,66,82.44,2025,Qtr 2,June,23,T002789,8.49
Alcoholic,michael.johnson307@icloud.com,D004,Draft Beer Pint,drink,16.98,2,208,262.4,2025,Qtr 3,July,16,T003110,16.98
Alcoholic,michael.johnson307@icloud.com,D005,House Wine 6oz,drink,29.97,3,112,155.88,2025,Qtr 2,May,25,T002384,19.98
Alcoholic,michael.kim237@outlook.com,D004,Draft Beer Pint,drink,16.98,2,82,223.88,2024,Qtr 4,December,14,T000598,8.49
Alcoholic,michael.kim237@outlook.com,D004,Draft Beer Pint,drink,8.49,1,40,202.12,2025,Qtr 1,January,9,T000932,8.49
Alcoholic,michael.kim237@outlook.com,D004,Draft Beer Pint,drink,42.45,5,330,325.72,2025,Qtr 2,April,28,T002067,16.98
Alcoholic,michael.kim237@outlook.com,D004,Draft Beer Pint,drink,8.49,1,71,170.73,2025,Qtr 4,October,19,T004390,8.49
Alcoholic,michael.kim237@outlook.com,D004,Draft Beer Pint,drink,8.49,1,123,78.94,2025,Qtr 4,October,24,T004441,8.49
