transaction_id,total_bill_amount,email,transaction_date,quantity,time_spent_min,name,phone,loyalty_enrolled,loyalty_id,tier,points_earned,gender,age,birthday,occupation
T001841,23.48,michael.singh180@icloud.com,9-Apr-25,2,139,Michael Singh,1-905-125-2922,N,,,,,,,
T001849,18.48,aria.garcia364@icloud.com,10-Apr-25,2,129,Aria Garcia,1-905-466-2332,N,,,,,,,
T001863,26.98,owen.brown121@hotmail.com,11-Apr-25,2,88,Owen Brown,1-416-855-7410,N,,,,,,,
T001867,23.49,noah.chen294@gmail.com,12-Apr-25,2,70,Noah Chen,1-905-579-9162,N,,,,,,,
T001900,6.98,nora.patel79@yahoo.com,14-Apr-25,2,85,Nora Patel,1-437-550-9941,N,,,,,,,
T001937,21.98,james.kowalski157@yahoo.com,18-Apr-25,2,72,James Kowalski,1-365-406-8330,N,,,,,,,
T001938,22.48,mila.taylor12@outlook.com,18-Apr-25,2,116,Mila Taylor,1-365-513-1999,N,,,,,,,
T001971,21.29,victoria.nowak99@outlook.com,20-Apr-25,2,80,Victoria Nowak,1-365-419-3408,N,,,,,,,
T001998,14.99,lucas.ivanov44@yahoo.com,23-Apr-25,2,121,Lucas Ivanov,1-647-864-5911,N,,,,,,,
T002080,18.48,owen.lin63@outlook.com,29-Apr-25,2,107,Owen Lin,1-437-722-1115,N,,,,,,,
T002123,17.48,emily.huang297@outlook.com,3-May-25,2,102,Emily Huang,1-647-402-2509,N,,,,,,,
T002124,20.48,sophia.rodriguez29@yahoo.com,3-May-25,2,136,Sophia Rodriguez,1-365-624-9804,N,,,,,,,
T002154,18.99,aiden.park48@outlook.com,5-May-25,2,134,Aiden Park,1-289-408-3790,N,,,,,,,
T002205,26.98,aiden.macdonald433@outlook.com,10-May-25,2,99,Aiden MacDonald,1-365-915-6173,N,,,,,,,
T002224,20.98,alexander.patel159@hotmail.com,11-May-25,2,102,Alexander Patel,1-416-354-9180,N,,,,,,,
T002290,6.98,henry.brown105@yahoo.com,17-May-25,2,128,Henry Brown,1-416-375-214,N,,,,,,,
T002291,11.99,owen.chan300@outlook.com,17-May-25,2,115,Owen Chan,1-647-758-6368,N,,,,,,,
T002406,28.48,riley.thompson188@icloud.com,27-May-25,2,112,Riley Thompson,1-905-283-7670,N,,,,,,,
T002409,43.29,emily.lee345@icloud.com,27-May-25,2,107,Emily Lee,1-647-789-3415,N,,,,,,,
T002417,28.98,mila.wong346@hotmail.com,28-May-25,2,97,Mila Wong,1-437-200-1549,N,,,,,,,
T002509,17.48,samuel.martinez150@outlook.com,4-Jun-25,2,143,Samuel Martinez,1-647-449-5870,N,,,,,,,
T002541,17.49,layla.garcia440@hotmail.com,7-Jun-25,2,147,Layla Garcia,1-905-952-4961,N,,,,,,,
T002575,31.49,riley.khan497@outlook.com,9-Jun-25,2,55,Riley Khan,1-905-129-6946,N,,,,,,,
T002583,9.98,james.white31@icloud.com,9-Jun-25,2,100,James White,1-416-851-1387,N,,,,,,,
T002593,43.49,ava.thompson298@outlook.com,10-Jun-25,2,136,Ava Thompson,1-365-188-171,N,,,,,,,
T002626,26.48,michael.taylor19@gmail.com,13-Jun-25,2,121,Michael Taylor,1-905-781-1511,N,,,,,,,
T002707,24.78,logan.wilson333@yahoo.com,18-Jun-25,2,69,Logan Wilson,1-437-284-8354,N,,,,,,,
T002737,6.58,chloe.zhang109@hotmail.com,20-Jun-25,2,137,Chloe Zhang,1-289-607-8677,N,,,,,,,
T002746,16.98,liam.lam326@yahoo.com,21-Jun-25,2,62,Liam Lam,1-365-182-6977,N,,,,,,,
T002758,28.98,harper.tremblay30@gmail.com,21-Jun-25,2,126,Harper Tremblay,1-437-762-7540,N,,,,,,,
T002779,20.99,sophia.nguyen104@outlook.com,22-Jun-25,2,83,Sophia Nguyen,1-647-752-9957,N,,,,,,,
T002809,48.49,michael.liu103@gmail.com,24-Jun-25,2,72,Michael Liu,1-416-721-5072,N,,,,,,,
T002920,24.98,aiden.lam185@hotmail.com,2-Jul-25,2,108,Aiden Lam,1-365-193-6905,N,,,,,,,
T002950,21.49,aiden.lam185@hotmail.com,5-Jul-25,2,38,Aiden Lam,1-365-193-6905,N,,,,,,,
T002976,30.48,layla.garcia440@hotmail.com,6-Jul-25,2,103,Layla Garcia,1-905-952-4961,N,,,,,,,
T002988,44.99,victoria.anderson404@icloud.com,7-Jul-25,2,153,Victoria Anderson,1-365-516-9503,N,,,,,,,
T003033,6.58,alexander.taylor405@gmail.com,11-Jul-25,2,132,Alexander Taylor,1-647-596-8619,N,,,,,,,
T003127,13.49,ethan.anderson232@hotmail.com,18-Jul-25,2,146,Ethan Anderson,1-437-264-5238,N,,,,,,,
T003129,23.49,chloe.chen344@icloud.com,18-Jul-25,2,93,Chloe Chen,1-289-748-5627,N,,,,,,,
T003140,6.98,aiden.gonzalez136@yahoo.com,19-Jul-25,2,106,Aiden Gonzalez,1-905-677-2297,N,,,,,,,
T003147,23.48,james.lam438@icloud.com,19-Jul-25,2,62,James Lam,1-416-370-2160,N,,,,,,,
T003203,33.49,sophia.chan181@outlook.com,23-Jul-25,2,79,Sophia Chan,1-905-397-2163,N,,,,,,,
T003228,15.78,emily.huang297@outlook.com,25-Jul-25,2,90,Emily Huang,1-647-402-2509,N,,,,,,,
T003248,19.98,hannah.nowak22@outlook.com,26-Jul-25,2,104,Hannah Nowak,1-905-677-6412,N,,,,,,,
T003312,13.48,aiden.macdonald433@outlook.com,29-Jul-25,2,81,Aiden MacDonald,1-365-915-6173,N,,,,,,,
T003334,11.48,ava.thompson298@outlook.com,31-Jul-25,2,135,Ava Thompson,1-365-188-171,N,,,,,,,
T003356,43.49,jacob.lopez201@yahoo.com,2-Aug-25,2,124,Jacob Lopez,1-437-187-669,N,,,,,,,
T003370,9.98,sofia.johnson337@hotmail.com,3-Aug-25,2,115,Sofia Johnson,1-416-144-4405,N,,,,,,,
T003507,15.78,jack.wilson218@outlook.com,12-Aug-25,2,110,Jack Wilson,1-905-426-2809,N,,,,,,,
T003512,13.99,ella.khan39@hotmail.com,12-Aug-25,2,84,Ella Khan,1-437-421-4969,N,,,,,,,
T003562,34.98,jacob.li446@hotmail.com,16-Aug-25,2,93,Jacob Li,1-437-743-1909,N,,,,,,,
T003658,22.98,samuel.martinez150@outlook.com,23-Aug-25,2,59,Samuel Martinez,1-647-449-5870,N,,,,,,,
T003720,22.48,victoria.smith82@outlook.com,26-Aug-25,2,66,Victoria Smith,1-365-259-4153,N,,,,,,,
T003811,15.98,charlotte.lam401@hotmail.com,31-Aug-25,2,39,Charlotte Lam,1-647-564-2151,N,,,,,,,
T003812,12.28,sophia.chan181@outlook.com,31-Aug-25,2,64,Sophia Chan,1-905-397-2163,N,,,,,,,
T003857,27.28,henry.brown105@yahoo.com,3-Sep-25,2,78,Henry Brown,1-416-375-214,N,,,,,,,
T003867,49.99,matthew.kim255@hotmail.com,4-Sep-25,2,35,Matthew Kim,1-647-524-4680,N,,,,,,,
T003933,15.98,sophia.white264@hotmail.com,9-Sep-25,2,68,Sophia White,1-289-680-1753,N,,,,,,,
T003970,19.98,emma.zhang369@outlook.com,13-Sep-25,2,68,Emma Zhang,1-647-862-7081,N,,,,,,,
T004004,17.49,emma.tremblay451@icloud.com,16-Sep-25,2,97,Emma Tremblay,1-289-142-3069,N,,,,,,,
T004027,33.49,emma.su325@yahoo.com,19-Sep-25,2,59,Emma Su,1-647-662-4077,N,,,,,,,
T004052,13.29,owen.lin63@outlook.com,21-Sep-25,2,157,Owen Lin,1-437-722-1115,N,,,,,,,
T004084,9.98,daniel.kim417@hotmail.com,23-Sep-25,2,112,Daniel Kim,1-289-207-9575,N,,,,,,,
T004111,27.48,james.white31@icloud.com,25-Sep-25,2,149,James White,1-416-851-1387,N,,,,,,,
T004141,29.98,sebastian.su213@yahoo.com,27-Sep-25,2,93,Sebastian Su,1-905-593-7477,N,,,,,,,
T004233,28.48,william.ivanov235@hotmail.com,4-Oct-25,2,64,William Ivanov,1-416-455-5984,N,,,,,,,
T004296,34.98,sofia.johnson337@hotmail.com,10-Oct-25,2,65,Sofia Johnson,1-416-144-4405,N,,,,,,,
T004411,13.49,logan.wilson333@yahoo.com,21-Oct-25,2,43,Logan Wilson,1-437-284-8354,N,,,,,,,
T004419,22.48,aiden.macdonald433@outlook.com,22-Oct-25,2,79,Aiden MacDonald,1-365-915-6173,N,,,,,,,
T004457,20.28,john.gonzalez429@outlook.com,25-Oct-25,2,36,John Gonzalez,1-905-211-5202,N,,,,,,,
T000033,78.22,aria.garcia364@icloud.com,30-Oct-24,9,91,Aria Garcia,1-905-466-2332,N,,,,,,,
T000070,122.91,ethan.anderson232@hotmail.com,3-Nov-24,9,108,Ethan Anderson,1-437-264-5238,N,,,,,,,
T000093,83.44,mia.lam18@hotmail.com,5-Nov-24,9,82,Mia Lam,1-647-630-4806,N,,,,,,,
T000116,85.93,samuel.park304@yahoo.com,8-Nov-24,9,76,Samuel Park,1-905-435-1486,N,,,,,,,
T000157,129.24,sophia.rodriguez29@yahoo.com,10-Nov-24,9,69,Sophia Rodriguez,1-365-624-9804,N,,,,,,,
T000168,129.22,nora.kowalski478@icloud.com,10-Nov-24,9,100,Nora Kowalski,1-647-492-6170,N,,,,,,,
T000200,85.44,mia.nowak60@icloud.com,14-Nov-24,9,146,Mia Nowak,1-289-634-3432,N,,,,,,,
T000203,76.72,layla.nguyen320@yahoo.com,15-Nov-24,9,76,Layla Nguyen,1-437-948-2461,N,,,,,,,
T000228,77.91,james.kowalski157@yahoo.com,16-Nov-24,9,87,James Kowalski,1-365-406-8330,N,,,,,,,
T000248,79.92,emma.chan169@icloud.com,18-Nov-24,9,55,Emma Chan,1-905-430-9592,N,,,,,,,
T000305,86.94,avery.chow431@icloud.com,23-Nov-24,9,117,Avery Chow,1-365-342-8001,N,,,,,,,
T000318,65.94,riley.martinez439@outlook.com,24-Nov-24,9,149,Riley Martinez,1-647-226-1806,N,,,,,,,
T000367,86.72,samuel.martinez420@icloud.com,30-Nov-24,9,140,Samuel Martinez,1-905-779-4450,N,,,,,,,
T000378,115.92,leo.park442@outlook.com,30-Nov-24,9,30,Leo Park,1-647-308-8340,N,,,,,,,
T000423,112.92,isabella.tremblay7@outlook.com,2-Dec-24,9,150,Isabella Tremblay,1-905-229-8363,N,,,,,,,
T000431,135.24,ethan.lam179@icloud.com,3-Dec-24,9,114,Ethan Lam,1-905-319-3377,N,,,,,,,
T000540,117.44,aiden.wong178@hotmail.com,10-Dec-24,9,129,Aiden Wong,1-289-798-7012,N,,,,,,,
T000632,107.71,mason.macdonald0@gmail.com,15-Dec-24,9,54,Mason MacDonald,1-365-227-6804,N,,,,,,,
T000644,90.92,alexander.martinez100@hotmail.com,16-Dec-24,9,95,Alexander Martinez,1-437-679-4714,N,,,,,,,
T000702,100.23,abigail.thompson339@gmail.com,21-Dec-24,9,90,Abigail Thompson,1-905-530-945,N,,,,,,,
T000709,92.95,avery.chow431@icloud.com,21-Dec-24,9,113,Avery Chow,1-365-342-8001,N,,,,,,,
T000711,148.43,mason.nguyen184@gmail.com,22-Dec-24,9,151,Mason Nguyen,1-416-471-7059,N,,,,,,,
T000712,174.75,mia.lin430@hotmail.com,22-Dec-24,9,106,Mia Lin,1-905-187-4041,N,,,,,,,
T000718,79.41,john.anderson64@yahoo.com,22-Dec-24,9,146,John Anderson,1-647-725-7598,N,,,,,,,
T000799,83.23,jacob.chow45@icloud.com,28-Dec-24,9,102,Jacob Chow,1-289-374-8849,N,,,,,,,
T000829,130.44,zoey.roy215@gmail.com,29-Dec-24,9,106,Zoey Roy,1-416-482-7053,N,,,,,,,
T000880,120.23,riley.taylor465@yahoo.com,2-Jan-25,9,93,Riley Taylor,1-647-556-5599,N,,,,,,,
T000884,87.51,sofia.johnson337@hotmail.com,3-Jan-25,9,81,Sofia Johnson,1-416-144-4405,N,,,,,,,
T000972,86.94,sophia.singh432@hotmail.com,14-Jan-25,9,103,Sophia Singh,1-365-72-3583,N,,,,,,,
T001008,125.44,liam.huang425@gmail.com,18-Jan-25,9,111,Liam Huang,1-905-338-8521,N,,,,,,,
T001054,104.42,noah.li458@outlook.com,23-Jan-25,9,165,Noah Li,1-289-276-5354,N,,,,,,,
T001158,141.43,camila.chen115@gmail.com,3-Feb-25,9,106,Camila Chen,1-647-279-3116,N,,,,,,,
T001186,113.93,mia.lin430@hotmail.com,7-Feb-25,9,110,Mia Lin,1-905-187-4041,N,,,,,,,
T001229,140.42,matthew.kim255@hotmail.com,10-Feb-25,9,96,Matthew Kim,1-647-524-4680,N,,,,,,,
T001278,111.41,isabella.tremblay7@outlook.com,17-Feb-25,9,72,Isabella Tremblay,1-905-229-8363,N,,,,,,,
T001370,110.96,matthew.martin413@yahoo.com,27-Feb-25,9,96,Matthew Martin,1-905-900-1940,N,,,,,,,
T001388,48.73,michael.taylor19@gmail.com,1-Mar-25,9,82,Michael Taylor,1-905-781-1511,N,,,,,,,
T001465,108.94,noah.li458@outlook.com,8-Mar-25,9,53,Noah Li,1-289-276-5354,N,,,,,,,
T001481,108.44,jack.khan166@hotmail.com,10-Mar-25,9,90,Jack Khan,1-416-614-4318,N,,,,,,,
T001528,130.44,jacob.johnson214@outlook.com,13-Mar-25,9,158,Jacob Johnson,1-647-151-8995,N,,,,,,,
T001549,158.95,lucas.ivanov44@yahoo.com,15-Mar-25,9,83,Lucas Ivanov,1-647-864-5911,N,,,,,,,
T001622,76.43,william.ivanov235@hotmail.com,22-Mar-25,9,92,William Ivanov,1-416-455-5984,N,,,,,,,
T001656,113.92,evelyn.white385@outlook.com,24-Mar-25,9,103,Evelyn White,1-365-898-6908,N,,,,,,,
T001710,126.43,olivia.brown491@icloud.com,29-Mar-25,9,134,Olivia Brown,1-289-252-2636,N,,,,,,,
T001716,119.74,camila.chen115@gmail.com,29-Mar-25,9,94,Camila Chen,1-647-279-3116,N,,,,,,,
T001800,118.23,owen.wang410@outlook.com,6-Apr-25,9,144,Owen Wang,1-437-843-2674,N,,,,,,,
T001904,102.22,wyatt.li279@yahoo.com,15-Apr-25,9,141,Wyatt Li,1-905-399-7757,N,,,,,,,
T001910,98.74,aria.anderson151@icloud.com,15-Apr-25,9,45,Aria Anderson,1-437-306-3646,N,,,,,,,
T001959,96.95,michael.rodriguez11@gmail.com,20-Apr-25,9,109,Michael Rodriguez,1-437-449-8251,N,,,,,,,
T002021,76.92,lucas.ivanov44@yahoo.com,25-Apr-25,9,103,Lucas Ivanov,1-647-864-5911,N,,,,,,,
T002141,81.93,benjamin.anderson24@gmail.com,4-May-25,9,91,Benjamin Anderson,1-289-840-9550,N,,,,,,,
T002192,92.42,nora.patel79@yahoo.com,9-May-25,9,83,Nora Patel,1-437-550-9941,N,,,,,,,
T002207,96.44,aria.garcia364@icloud.com,10-May-25,9,92,Aria Garcia,1-905-466-2332,N,,,,,,,
T002308,138.93,victoria.smith82@outlook.com,18-May-25,9,88,Victoria Smith,1-365-259-4153,N,,,,,,,
T002319,100.21,madison.roy419@icloud.com,18-May-25,9,72,Madison Roy,1-437-315-2572,N,,,,,,,
T002375,119.43,emma.zhang369@outlook.com,24-May-25,9,173,Emma Zhang,1-647-862-7081,N,,,,,,,
T002391,59.91,camila.chen115@gmail.com,25-May-25,9,71,Camila Chen,1-647-279-3116,N,,,,,,,
T002400,108.93,noah.li458@outlook.com,27-May-25,9,121,Noah Li,1-289-276-5354,N,,,,,,,
T002402,103.92,owen.wang410@outlook.com,27-May-25,9,121,Owen Wang,1-437-843-2674,N,,,,,,,
T002407,107.22,samuel.lopez91@icloud.com,27-May-25,9,116,Samuel Lopez,1-437-642-8134,N,,,,,,,
T002411,136.93,chloe.chen344@icloud.com,27-May-25,9,123,Chloe Chen,1-289-748-5627,N,,,,,,,
T002470,78.42,emma.liu55@icloud.com,1-Jun-25,9,65,Emma Liu,1-365-771-3595,N,,,,,,,
T002473,129.46,leo.huang250@gmail.com,2-Jun-25,9,43,Leo Huang,1-365-424-7628,N,,,,,,,
T002495,113.91,sofia.thompson155@icloud.com,3-Jun-25,9,106,Sofia Thompson,1-437-362-1743,N,,,,,,,
T002518,114.73,layla.garcia440@hotmail.com,5-Jun-25,9,136,Layla Garcia,1-905-952-4961,N,,,,,,,
T002535,108.93,william.ivanov235@hotmail.com,7-Jun-25,9,97,William Ivanov,1-416-455-5984,N,,,,,,,
T002597,122.73,layla.nguyen320@yahoo.com,11-Jun-25,9,57,Layla Nguyen,1-437-948-2461,N,,,,,,,
T002753,140.94,david.kim222@gmail.com,21-Jun-25,9,142,David Kim,1-437-128-3837,N,,,,,,,
T002772,105.54,mila.patel210@icloud.com,22-Jun-25,9,58,Mila Patel,1-365-295-7353,N,,,,,,,
T002785,102.62,matthew.thompson330@gmail.com,23-Jun-25,9,126,Matthew Thompson,1-365-429-4759,N,,,,,,,
T002787,92.94,amelia.liu131@yahoo.com,23-Jun-25,9,116,Amelia Liu,1-437-69-3661,N,,,,,,,
T002896,116.43,daniel.martinez225@gmail.com,30-Jun-25,9,140,Daniel Martinez,1-289-220-2371,N,,,,,,,
T002934,70.43,abigail.thompson339@gmail.com,3-Jul-25,9,56,Abigail Thompson,1-905-530-945,N,,,,,,,
T003022,142.95,ethan.lopez167@hotmail.com,10-Jul-25,9,128,Ethan Lopez,1-647-751-2141,N,,,,,,,
T003073,96.23,ava.smith409@gmail.com,14-Jul-25,9,46,Ava Smith,1-289-553-2841,N,,,,,,,
T003115,100.43,riley.thompson188@icloud.com,17-Jul-25,9,194,Riley Thompson,1-905-283-7670,N,,,,,,,
T003156,125.23,jacob.johnson214@outlook.com,20-Jul-25,9,95,Jacob Johnson,1-647-151-8995,N,,,,,,,
T003217,57.91,lucas.taylor317@icloud.com,24-Jul-25,9,89,Lucas Taylor,1-416-788-8265,N,,,,,,,
T003336,101.92,nora.smith2@yahoo.com,1-Aug-25,9,115,Nora Smith,1-365-422-7133,N,,,,,,,
T003419,87.41,jacob.chow45@icloud.com,6-Aug-25,9,106,Jacob Chow,1-289-374-8849,N,,,,,,,
T003438,80.42,benjamin.lopez376@yahoo.com,8-Aug-25,9,102,Benjamin Lopez,1-647-632-9645,N,,,,,,,
T003477,130.43,michael.kim237@outlook.com,10-Aug-25,9,148,Michael Kim,1-905-102-7562,N,,,,,,,
T003577,139.23,nora.smith2@yahoo.com,17-Aug-25,9,132,Nora Smith,1-365-422-7133,N,,,,,,,
T003604,97.43,emily.lee345@icloud.com,19-Aug-25,9,147,Emily Lee,1-647-789-3415,N,,,,,,,
T003627,118.42,alexander.wilson223@icloud.com,21-Aug-25,9,149,Alexander Wilson,1-365-904-8379,N,,,,,,,
T003631,112.43,victoria.anderson404@icloud.com,21-Aug-25,9,123,Victoria Anderson,1-365-516-9503,N,,,,,,,
T003634,118.94,lucas.ivanov44@yahoo.com,22-Aug-25,9,85,Lucas Ivanov,1-647-864-5911,N,,,,,,,
T003657,75.42,michael.liu103@gmail.com,23-Aug-25,9,125,Michael Liu,1-416-721-5072,N,,,,,,,
T003718,60.44,alexander.wilson223@icloud.com,26-Aug-25,9,48,Alexander Wilson,1-365-904-8379,N,,,,,,,
T003744,134.94,layla.lin370@yahoo.com,28-Aug-25,9,83,Layla Lin,1-365-635-7660,N,,,,,,,
T003747,96.02,olivia.brown491@icloud.com,28-Aug-25,9,163,Olivia Brown,1-289-252-2636,N,,,,,,,
T003847,114.92,elijah.singh52@hotmail.com,3-Sep-25,9,111,Elijah Singh,1-437-237-3782,N,,,,,,,
T003852,98.93,benjamin.lam53@gmail.com,3-Sep-25,9,171,Benjamin Lam,1-365-593-6767,N,,,,,,,
T003924,131.74,aiden.lam185@hotmail.com,8-Sep-25,9,108,Aiden Lam,1-365-193-6905,N,,,,,,,
T003942,104.02,david.kim222@gmail.com,10-Sep-25,9,45,David Kim,1-437-128-3837,N,,,,,,,
T003990,111.94,elijah.lam319@outlook.com,14-Sep-25,9,110,Elijah Lam,1-437-83-2460,N,,,,,,,
T004047,154.46,daniel.taylor190@yahoo.com,20-Sep-25,9,117,Daniel Taylor,1-647-490-3423,N,,,,,,,
T004078,110.91,jack.liu119@gmail.com,22-Sep-25,9,122,Jack Liu,1-416-297-7214,N,,,,,,,
T004108,69.91,mila.patel210@icloud.com,25-Sep-25,9,35,Mila Patel,1-365-295-7353,N,,,,,,,
T004116,99.93,chloe.zhang109@hotmail.com,25-Sep-25,9,98,Chloe Zhang,1-289-607-8677,N,,,,,,,
T004117,92.23,aiden.martinez228@gmail.com,26-Sep-25,9,115,Aiden Martinez,1-365-999-5131,N,,,,,,,
T004130,100.45,henry.chow299@outlook.com,27-Sep-25,9,122,Henry Chow,1-416-393-1311,N,,,,,,,
T004134,113.43,daniel.martinez225@gmail.com,27-Sep-25,9,82,Daniel Martinez,1-289-220-2371,N,,,,,,,
T004186,150.74,samuel.martinez150@outlook.com,1-Oct-25,9,150,Samuel Martinez,1-647-449-5870,N,,,,,,,
T004209,80.73,aiden.wong178@hotmail.com,3-Oct-25,9,74,Aiden Wong,1-289-798-7012,N,,,,,,,
T004216,114.91,lily.zhang158@outlook.com,3-Oct-25,9,144,Lily Zhang,1-647-796-7512,N,,,,,,,
T004246,80.32,elijah.lam319@outlook.com,6-Oct-25,9,83,Elijah Lam,1-437-83-2460,N,,,,,,,
T004267,92.43,harper.martinez292@yahoo.com,7-Oct-25,9,71,Harper Martinez,1-905-185-6879,N,,,,,,,
T004460,101.42,ethan.lam179@icloud.com,26-Oct-25,9,107,Ethan Lam,1-905-319-3377,N,,,,,,,
T004461,72.81,avery.chow431@icloud.com,26-Oct-25,9,76,Avery Chow,1-365-342-8001,N,,,,,,,
T004490,85.42,owen.wang410@outlook.com,28-Oct-25,9,88,Owen Wang,1-437-843-2674,N,,,,,,,
T004492,129.93,mia.ivanov452@outlook.com,28-Oct-25,9,136,Mia Ivanov,1-416-121-7007,N,,,,,,,
T000011,119.71,john.nguyen261@hotmail.com,28-Oct-24,10,107,John Nguyen,1-365-200-5540,N,,,,,,,
T000045,133.45,mia.nowak60@icloud.com,1-Nov-24,10,88,Mia Nowak,1-289-634-3432,N,,,,,,,
T000061,160.44,nora.smith2@yahoo.com,2-Nov-24,10,79,Nora Smith,1-365-422-7133,N,,,,,,,
T000075,157.44,michael.johnson307@icloud.com,3-Nov-24,10,89,Michael Johnson,1-905-112-1677,N,,,,,,,
T000099,133.92,john.gonzalez429@outlook.com,6-Nov-24,10,113,John Gonzalez,1-905-211-5202,N,,,,,,,
T000107,130.43,sebastian.su213@yahoo.com,7-Nov-24,10,80,Sebastian Su,1-905-593-7477,N,,,,,,,
T000139,121.23,avery.chow431@icloud.com,9-Nov-24,10,158,Avery Chow,1-365-342-8001,N,,,,,,,
T000243,82.21,olivia.brown491@icloud.com,18-Nov-24,10,42,Olivia Brown,1-289-252-2636,N,,,,,,,
T000252,122.21,chloe.chen344@icloud.com,19-Nov-24,10,114,Chloe Chen,1-289-748-5627,N,,,,,,,
T000282,110.23,jackson.thompson161@icloud.com,22-Nov-24,10,139,Jackson Thompson,1-365-571-5885,N,,,,,,,
T000301,115.73,john.white173@yahoo.com,23-Nov-24,10,105,John White,1-289-550-1344,N,,,,,,,
T000435,109.44,isabella.white72@outlook.com,3-Dec-24,10,156,Isabella White,1-647-13-7521,N,,,,,,,
T000457,116.9,mia.lee54@gmail.com,4-Dec-24,10,91,Mia Lee,1-289-116-5267,N,,,,,,,
T000586,102.92,abigail.thompson339@gmail.com,13-Dec-24,10,68,Abigail Thompson,1-905-530-945,N,,,,,,,
T000643,110.22,aiden.martinez228@gmail.com,16-Dec-24,10,86,Aiden Martinez,1-365-999-5131,N,,,,,,,
T000645,80.51,henry.brown105@yahoo.com,16-Dec-24,10,85,Henry Brown,1-416-375-214,N,,,,,,,
T000713,94.43,sebastian.su213@yahoo.com,22-Dec-24,10,137,Sebastian Su,1-905-593-7477,N,,,,,,,
T000741,81.92,michael.martinez356@hotmail.com,24-Dec-24,10,140,Michael Martinez,1-647-450-4390,N,,,,,,,
T000756,111.91,mila.zhang95@outlook.com,24-Dec-24,10,95,Mila Zhang,1-365-427-8352,N,,,,,,,
T000764,75.22,owen.brown121@hotmail.com,25-Dec-24,10,144,Owen Brown,1-416-855-7410,N,,,,,,,
T000770,104.9,wyatt.li279@yahoo.com,25-Dec-24,10,128,Wyatt Li,1-905-399-7757,N,,,,,,,
T000789,73.71,riley.martinez439@outlook.com,27-Dec-24,10,115,Riley Martinez,1-647-226-1806,N,,,,,,,
T000841,102.82,sofia.thompson155@icloud.com,29-Dec-24,10,92,Sofia Thompson,1-437-362-1743,N,,,,,,,
T000858,84.41,aria.garcia13@hotmail.com,31-Dec-24,10,201,Aria Garcia,1-416-139-8225,N,,,,,,,
T000895,118.41,ava.smith409@gmail.com,5-Jan-25,10,107,Ava Smith,1-289-553-2841,N,,,,,,,
T000977,134.91,riley.martinez439@outlook.com,15-Jan-25,10,104,Riley Martinez,1-647-226-1806,N,,,,,,,
T000990,137.44,emily.lee345@icloud.com,17-Jan-25,10,121,Emily Lee,1-647-789-3415,N,,,,,,,
T001010,106.9,carter.patel6@yahoo.com,18-Jan-25,10,73,Carter Patel,1-905-396-5687,N,,,,,,,
T001025,93.2,lucas.taylor317@icloud.com,19-Jan-25,10,112,Lucas Taylor,1-416-788-8265,N,,,,,,,
T001094,104.45,oliver.kowalski251@outlook.com,28-Jan-25,10,66,Oliver Kowalski,1-437-808-1827,N,,,,,,,
T001100,186.47,matthew.thompson330@gmail.com,29-Jan-25,10,143,Matthew Thompson,1-365-429-4759,N,,,,,,,
T001113,106.72,madison.wong366@yahoo.com,31-Jan-25,10,77,Madison Wong,1-647-623-6969,N,,,,,,,
T001141,93.91,noah.chen294@gmail.com,2-Feb-25,10,96,Noah Chen,1-905-579-9162,N,,,,,,,
T001169,153.92,nora.kowalski478@icloud.com,5-Feb-25,10,92,Nora Kowalski,1-647-492-6170,N,,,,,,,
T001254,112.24,john.li445@outlook.com,15-Feb-25,10,93,John Li,1-437-652-1011,N,,,,,,,
T001259,110.43,nora.lopez296@icloud.com,15-Feb-25,10,108,Nora Lopez,1-416-735-1988,N,,,,,,,
T001266,84.81,leo.huang250@gmail.com,16-Feb-25,10,74,Leo Huang,1-365-424-7628,N,,,,,,,
T001290,83.1,jack.anderson427@hotmail.com,17-Feb-25,10,79,Jack Anderson,1-416-646-253,N,,,,,,,
T001406,117.63,mia.nowak60@icloud.com,2-Mar-25,10,78,Mia Nowak,1-289-634-3432,N,,,,,,,
T001437,98.8,hannah.nowak22@outlook.com,5-Mar-25,10,130,Hannah Nowak,1-905-677-6412,N,,,,,,,
T001503,148.4,ethan.anderson232@hotmail.com,11-Mar-25,10,86,Ethan Anderson,1-437-264-5238,N,,,,,,,
T001514,113,victoria.lee138@icloud.com,12-Mar-25,10,106,Victoria Lee,1-647-804-3975,N,,,,,,,
T001604,151.47,carter.patel6@yahoo.com,20-Mar-25,10,141,Carter Patel,1-905-396-5687,N,,,,,,,
T001657,125.72,victoria.lee138@icloud.com,24-Mar-25,10,147,Victoria Lee,1-647-804-3975,N,,,,,,,
T001667,144.92,samuel.wong41@icloud.com,25-Mar-25,10,147,Samuel Wong,1-905-797-6266,N,,,,,,,
T001850,165.92,chloe.roy274@outlook.com,10-Apr-25,10,69,Chloe Roy,1-365-964-5081,N,,,,,,,
T001890,63.41,mila.taylor12@outlook.com,13-Apr-25,10,56,Mila Taylor,1-365-513-1999,N,,,,,,,
T001972,144.93,oliver.kowalski251@outlook.com,20-Apr-25,10,135,Oliver Kowalski,1-437-808-1827,N,,,,,,,
T002062,105.52,henry.chow299@outlook.com,28-Apr-25,10,100,Henry Chow,1-416-393-1311,N,,,,,,,
